id,ep,pic,num,belong,name,gender,birth,address,job,level,career,wealth,military,tax_total,tax_5y,tax_defalt,crim_cnt,candi_cnt,detail_url,gong_url
329,동구을,http://info.nec.go.kr/photo_20200415/Gsg2702/Hb100134995/gicho/thumbnail.100134995.JPG,8,국가혁명배당금당,"이명부
(李明賦)",여,"1966.01.28
(54세)",대구광역시 동구 경안로,(주)올래농업회사법인 이사,영진전문대학 가정과 졸업(현 영진전문대학교),"(전)제7회 한중청소년국제무술대회 부대회장
(현)국가혁명배당금당 동구을 당협위원장",1364319,해당없음(비대상),43870,0,0,1건,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100134995,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100134995#none
330,동구을,http://info.nec.go.kr/photo_20200415/Gsg2702/Hb100136354/gicho/thumbnail.100136354.JPG,9,무소속,"윤창중
(尹昶重)",남,"1956.07.17
(63세)",대구광역시 동구 신평로,탄핵무효자유국민전선 대표,고려대학교 정책대학원 국제관계학과 석사과정 졸업(정치학석사),"(전)KBS 보도본부 기자
(전)박근혜 대통령 청와대 대변인",3423440,군복무를 마친사람,47329,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100136354,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136354#none
331,동구을,http://info.nec.go.kr/photo_20200415/Gsg2702/Hb100137975/gicho/thumbnail.100137975.JPG,10,무소속,"송영선
(宋永仙)",여,"1953.08.09
(66세)",대구광역시 동구 동촌로,건국대학교 행정대학원 국가정보학과 초빙교수,미국 하와이대학교 대학원 정치학 박사(1979.8.~1984.12.),"(전)17, 18대 국회의원
(전)건국대학교 행정대학원 국가정보학과 특임교수",2802009,해당없음(비대상),43354,0,0,1건,3회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137975,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137975#none
332,서구,http://info.nec.go.kr/photo_20200415/Gsg2703/Hb100137598/gicho/thumbnail.100137598.JPG,1,더불어민주당,"윤선진
(尹璿鎭)",여,"1957.01.22
(63세)",대구광역시 서구 국채보상로34길,정당인,경북대학교 대학원 졸업(교육학 박사),"(현)더불어민주당 대구 서구 지역위원장
(현)대구광역시 교육청 학부모 역량개발센터 강사",1735752,해당없음(비대상),5558,0,0,없음,2회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137598,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137598#none
333,서구,http://info.nec.go.kr/photo_20200415/Gsg2703/Hb100136735/gicho/thumbnail.100136735.JPG,2,미래통합당,"김상훈
(金相勳)",남,"1963.01.25
(57세)",대구광역시 서구 통학로,국회의원,"미국 오리건대학교 행정대학원 졸업(행정학석사, 2004.08.~2006.06.)","(현)제20대 국회의원(대구 서구/미래통합당)
(현)미래통합당 정책위원회 부의장",1285347,군복무를 마친사람,48129,0,0,없음,2회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100136735,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136735#none
334,서구,http://info.nec.go.kr/photo_20200415/Gsg2703/Hb100137121/gicho/thumbnail.100137121.JPG,6,정의당,"장태수
(張泰洙)",남,"1971.11.23
(48세)",대구광역시 서구 북비산로76길,정치인,영남대학교 국어국문학과 졸업,"(전)서구의회 부의장
(현)정의당 대구광역시당 위원장",160399,군복무를 마친사람,393,0,0,2건,6회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137121,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137121#none
335,서구,http://info.nec.go.kr/photo_20200415/Gsg2703/Hb100136339/gicho/thumbnail.100136339.JPG,7,국가혁명배당금당,"박수동
(朴洙東)",남,"1968.03.28
(52세)",대구광역시 서구 국채보상로50길,건축인테리어,신일전문대학(현 수성대학교) 경영정보과 졸업,"(현)국가혁명배당금당 대구광역시당 대변인
(현)국가혁명배당금당 대구광역시당 공보위원장",31663,군복무를 마친사람,490,0,0,1건,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100136339,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136339#none
336,서구,http://info.nec.go.kr/photo_20200415/Gsg2703/Hb100134702/gicho/thumbnail.100134702.JPG,8,무소속,"서중현
(徐重鉉)",남,"1951.09.14
(68세)",대구광역시 서구 팔달로32길,정치인,경북대학교 대학원 박사과정 수료,"(전)서구청장
(전)대구광역시 시의원",-22403,군복무를 마친사람,9436,0,0,없음,14회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100134702,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100134702#none
337,북구갑,http://info.nec.go.kr/photo_20200415/Gsg2705/Hb100137624/gicho/thumbnail.100137624.JPG,1,더불어민주당,"이헌태
(李憲泰)",남,"1962.12.17
(57세)",대구광역시 북구 복현로,정당인,연세대학교 경영학과 졸업,"(전)매일신문 청와대 출입기자
(전)2018 북구청장선거 더불어민주당 후보",-93500,군복무를 마치지 아니한 사람,31293,0,0,없음,2회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137624,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137624#none
338,북구갑,http://info.nec.go.kr/photo_20200415/Gsg2705/Hb100136490/gicho/thumbnail.100136490.JPG,2,미래통합당,"양금희
(梁琴喜)",여,"1961.11.15
(58세)",대구광역시 북구 동북로,정당인,경북대학교 공과대학 전자공학과 졸업,"(전)한국여성유권자연맹 중앙회장
(전)대검찰청 수사심의위원회 위원",1396830,해당없음(비대상),102305,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100136490,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136490#none
339,북구갑,http://info.nec.go.kr/photo_20200415/Gsg2705/Hb100135166/gicho/thumbnail.100135166.JPG,6,정의당,"조명래
(趙明來)",남,"1964.04.24
(55세)",대구광역시 북구 대동로8길,정당인,경북대학교 대학원 정치학과 재학중(박사과정),"(현)정의당 정치개혁특별위원회 위원장
(전)2010년 대구광역시장 후보",309940,군복무를 마치지 아니한 사람,1219,0,0,5건,3회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135166,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135166#none
340,북구갑,http://info.nec.go.kr/photo_20200415/Gsg2705/Hb100138026/gicho/thumbnail.100138026.JPG,7,우리공화당,"김정준
(金楨俊)",남,"1964.12.15
(55세)",서울특별시 노원구 한글비석로52길,정당인,성균관대학교 대학원 법학과 졸업(법학박사),"(현)우리공화당 대변인 겸 정책위 부의장
(전)경기도 법무담당관 행정심판요원",1006339,군복무를 마친사람,15143,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100138026,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100138026#none
341,북구갑,http://info.nec.go.kr/photo_20200415/Gsg2705/Hb100135456/gicho/thumbnail.100135456.JPG,8,국가혁명배당금당,"장금진
(張今珍)",여,"1962.04.13
(58세)",대구광역시 동구 율하서로2길,정당인,대구공업대학 크로스디자인계열 졸업(패션 악세사리 전공),"(현)국가혁명배당금당 당대표 특별보좌관
(현)정당인",375059,해당없음(비대상),3585,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135456,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135456#none
342,북구갑,http://info.nec.go.kr/photo_20200415/Gsg2705/Hb100136706/gicho/thumbnail.100136706.JPG,9,무소속,"정태옥
(鄭泰沃)",남,"1961.11.27
(58세)",대구광역시 북구 동북로,국회의원,고려대학교 법과대학 행정학과 졸업,"(현)국회의원
(전)대구광역시 행정부시장",1838836,군복무를 마친사람,99949,0,0,없음,1회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100136706,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136706#none
343,북구을,http://info.nec.go.kr/photo_20200415/Gsg2705/Hb100137004/gicho/thumbnail.100137004.JPG,1,더불어민주당,"홍의락
(洪宜洛)",남,"1955.03.11
(65세)",대구광역시 북구 매전로4길,국회의원,고려대학교 농업경제학과 졸업,"(현)대구북구을 국회의원
(현)더불어민주당 정책위원회 제4정조위원장",3299952,군복무를 마친사람,78709,0,0,없음,3회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137004,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137004#none
344,북구을,http://info.nec.go.kr/photo_20200415/Gsg2705/Hb100134733/gicho/thumbnail.100134733.JPG,2,미래통합당,"김승수
(金承洙)",남,"1965.07.05
(54세)",대구광역시 북구 동천로,정당인,North Carolina State University 행정학 석사 졸업(2002년 가을학기~2004년 봄학기),"(전)대구광역시 행정부시장
(전)대통령실 기획관리실 선임행정관",1517888,군복무를 마친사람,74341,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100134733,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100134733#none
345,북구을,http://info.nec.go.kr/photo_20200415/Gsg2705/Hb100135185/gicho/thumbnail.100135185.JPG,6,정의당,"이영재
(李永宰)",남,"1967.04.15
(53세)",대구광역시 북구 동천로24길,정당인,경북대학교 농공학과 졸업,"(전)제6,7대 대구북구의원
(현)정의당 대구북구지역위원장",150024,군복무를 마친사람,2080,0,0,2건,4회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135185,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135185#none
346,북구을,http://info.nec.go.kr/photo_20200415/Gsg2705/Hb100135473/gicho/thumbnail.100135473.JPG,7,국가혁명배당금당,"박은순
(朴銀順)",여,"1960.04.15
(60세)",대구광역시 동구 팔공산로,정당인,서울홍제초등학교 졸업,"(현)국가혁명배당금당 특별보좌관
(현)팔공회관 대표",678851,해당없음(비대상),2016,1778,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135473,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135473#none
347,북구을,http://info.nec.go.kr/photo_20200415/Gsg2705/Hb100134830/gicho/thumbnail.100134830.JPG,8,무소속,"주성영
(朱盛英)",남,"1958.04.27
(61세)",대구광역시 북구 동천로,변호사,고려대학교 법과대학 법학과 졸업,"(현)변호사
(전)제17대,18대 국회의원",3652681,군복무를 마친사람,159454,287,0,1건,2회,#N/A,#N/A
348,수성구갑,http://info.nec.go.kr/photo_20200415/Gsg2706/Hb100137258/gicho/thumbnail.100137258.JPG,1,더불어민주당,"김부겸
(金富謙)",남,"1958.01.21
(62세)",대구광역시 수성구 동원로,국회의원,서울대학교 정치학과 졸업,"(현)제20대 국회의원(4선)
(전)행정안전부 장관",1088725,군복무를 마치지 아니한 사람,40995,0,0,1건,7회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137258,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137258#none
349,수성구갑,http://info.nec.go.kr/photo_20200415/Gsg2706/Hb100137499/gicho/thumbnail.100137499.JPG,2,미래통합당,"주호영
(朱豪英)",남,"1960.12.10
(59세)",대구광역시 수성구 동원로,국회의원,영남대학교 대학원 법학과 졸업(법학박사),"(현)제20대 국회의원(4선)
(전)초대 특임장관",3537873,군복무를 마친사람,193192,0,0,없음,4회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137499,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137499#none
350,수성구갑,http://info.nec.go.kr/photo_20200415/Gsg2706/Hb100137706/gicho/thumbnail.100137706.JPG,7,친박신당,"곽성문
(郭成文)",남,"1952.11.24
(67세)",대구광역시 수성구 알파시티2로3길,정당인,서강대학교 공공정책대학원 중국학과 졸업 (정치학석사),"(전)MBC ESPN 대표이사
(전)제17대 국회의원 (대구중·남구)",1809781,군복무를 마치지 아니한 사람,123810,0,0,1건,2회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137706,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137706#none
351,수성구갑,http://info.nec.go.kr/photo_20200415/Gsg2706/Hb100135391/gicho/thumbnail.100135391.JPG,8,국가혁명배당금당,"박청정
(朴淸正)",남,"1961.01.02
(59세)",대구광역시 수성구 청솔로22길,청정한문서당 훈장,명지대학교 사회교육대학원 졸업(체육학 석사),"(전) 전통무예 십팔기 무덕회 관장
(현) 국가혁명배당금당 수성구갑 당협위원장",3651,군복무를 마치지 아니한 사람,141,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135391,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135391#none
352,수성구을,http://info.nec.go.kr/photo_20200415/Gsg2706/Hb100134844/gicho/thumbnail.100134844.JPG,1,더불어민주당,"이상식
(李相植)",남,"1966.04.27
(53세)",대구광역시 수성구 수성로,정당인,동국대학교 대학원 경찰행정학과 졸업(경찰학 박사),"(전)대구지방경찰청장
(전)국무총리비서실 민정실장",2818112,군복무를 마친사람,57837,149,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100134844,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100134844#none
353,수성구을,http://info.nec.go.kr/photo_20200415/Gsg2706/Hb100135764/gicho/thumbnail.100135764.JPG,2,미래통합당,"이인선
(李仁善)",여,"1959.05.02
(60세)",대구광역시 수성구 들안로,대학교수,영남대학교 대학원 졸업(이학박사),"(전)경상북도 경제부지사
(전)대구경북경제자유구역청장",5205513,해당없음(비대상),647435,0,0,없음,1회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135764,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135764#none
354,수성구을,http://info.nec.go.kr/photo_20200415/Gsg2706/Hb100136402/gicho/thumbnail.100136402.JPG,7,국가혁명배당금당,"신익수
(申益壽)",남,"1967.02.15
(53세)",대구광역시 북구 중앙대로118길,국가혁명배당금당 대구시당 대표,신일실업전문대학(현 수성대학교) 방사선과 졸업,"(현)국가혁명배당금당 대구시당 대표
(현)메디퍼 대표",396483,군복무를 마친사람,15898,0,0,2건,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100136402,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136402#none
355,수성구을,http://info.nec.go.kr/photo_20200415/Gsg2706/Hb100137583/gicho/thumbnail.100137583.JPG,8,무소속,"홍준표
(洪準杓)",남,"1954.12.05
(65세)",대구광역시 수성구 들안로73길,정치인,고려대학교 법과대학 행정학과 졸업,"(전)제19대 대통령선거 자유한국당 후보
(전)자유한국당 대표",3293603,군복무를 마친사람,144889,0,0,1건,8회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137583,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137583#none
356,달서구갑,http://info.nec.go.kr/photo_20200415/Gsg2707/Hb100135297/gicho/thumbnail.100135297.JPG,1,더불어민주당,"권택흥
(權宅興)",남,"1969.03.19
(51세)",대구광역시 달서구 호산로,정당인,영남대학교 대학원 석사학위과정 공법학과 사회법전공 수료,"(현)대통령직속 일자리위원회 청년TF위원
(전)영남대학교 총학생회장",645824,군복무를 마친사람,2900,0,0,8건,1회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135297,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135297#none
357,달서구갑,http://info.nec.go.kr/photo_20200415/Gsg2707/Hb100136327/gicho/thumbnail.100136327.JPG,2,미래통합당,"홍석준
(洪碩晙)",남,"1966.05.17
(53세)",대구광역시 달서구 성지로,계명대학교 특임교수,서울대학교 행정대학원 행정학과 졸업(행정학전공),"(현)계명대학교 특임교수
(전)대구광역시 경제국장",3671507,군복무를 마친사람,70566,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100136327,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136327#none
358,달서구갑,http://info.nec.go.kr/photo_20200415/Gsg2707/Hb100137833/gicho/thumbnail.100137833.JPG,3,민생당,"김기목
(金基穆)",남,"1970.10.05
(49세)",대구광역시 달서구 월서로3길,정당인,영남대학교 경영대학원 경영학과 마케팅전공졸업(경영학석사),"(현)민생당대구광역시당위원장
(전)대구광역시선거관리위원회위원",1265746,군복무를 마친사람,4187,781,0,없음,2회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137833,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137833#none
359,달서구갑,http://info.nec.go.kr/photo_20200415/Gsg2707/Hb100137831/gicho/thumbnail.100137831.JPG,7,우리공화당,"이성우
(李晟宇)",남,"1981.12.17
(38세)",서울특별시 동대문구 사가정로,정당인,한양대학교 생명나노공학과 졸업,(현)우리공화당 중앙당 대변인,200000,군복무를 마친사람,2410,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137831,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137831#none
360,달서구갑,http://info.nec.go.kr/photo_20200415/Gsg2707/Hb100135158/gicho/thumbnail.100135158.JPG,8,국가혁명배당금당,"안상원
(安常遠)",남,"1968.04.04
(52세)",대구광역시 달서구 호산로,삼성버티칼(대표),영남공업전문대학 금속과 졸업,"(현)국가혁명배당금당 당대표 특별보좌관
(현)삼성버티칼 대표",99100,군복무를 마친사람,4997,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135158,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135158#none
361,달서구갑,http://info.nec.go.kr/photo_20200415/Gsg2707/Hb100137032/gicho/thumbnail.100137032.JPG,9,무소속,"곽대훈
(郭大勳)",남,"1955.06.05
(64세)",대구광역시 달서구 장산남로,국회의원,서울대학교 행정대학원 행정학과 수료,"(전)대구광역시 달서구청장(민선 4,5,6기)
(전)자유한국당 대구시당위원장",1944011,군복무를 마친사람,179666,0,0,없음,4회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137032,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137032#none
362,달서구을,http://info.nec.go.kr/photo_20200415/Gsg2707/Hb100136069/gicho/thumbnail.100136069.JPG,1,더불어민주당,"허소
(許炤)",남,"1970.02.04
(50세)",대구광역시 달서구 상화북로,정당인,고려대학교 법학과 졸업,"(전)노무현정부 청와대 행정관
(전)문재인정부 청와대 행정관",274299,군복무를 마친사람,5258,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100136069,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136069#none
363,달서구을,http://info.nec.go.kr/photo_20200415/Gsg2707/Hb100137151/gicho/thumbnail.100137151.JPG,2,미래통합당,"윤재옥
(尹在玉)",남,"1961.09.10
(58세)",대구광역시 달서구 한실로,국회의원,경찰대학 법학과 졸업,"(현)대구 달서구을 국회의원
(전)경기지방경찰청장",2028513,군복무를 마친사람,71631,0,0,없음,2회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137151,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137151#none
364,달서구을,http://info.nec.go.kr/photo_20200415/Gsg2707/Hb100137196/gicho/thumbnail.100137196.JPG,6,정의당,"한민정
(韓玟晶)",여,"1972.11.23
(47세)",대구광역시 달서구 한실로,정당인,대구보건전문대학(현:대구보건대학교) 임상병리과(3년제) 졸업,"(현)정의당 달서구지역위원회위원장
(현)정의당 대구시당부위원장",107200,해당없음(비대상),47,0,0,없음,2회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137196,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137196#none
365,달서구을,http://info.nec.go.kr/photo_20200415/Gsg2707/Hb100137180/gicho/thumbnail.100137180.JPG,7,우리공화당,"김동렬
(金東烈)",남,"1958.12.07
(61세)",대구광역시 달서구 진천로18길,유통업,수성대학교 보건복지경영과 졸업,"(전)바르게살기운동중앙협의회 (중앙자문위원)
(현)박근혜써포터즈중앙회장",428730,군복무를 마치지 아니한 사람,18237,24630,0,6건,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137180,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137180#none
366,달서구을,http://info.nec.go.kr/photo_20200415/Gsg2707/Hb100135129/gicho/thumbnail.100135129.JPG,8,국가혁명배당금당,"정수미
(鄭樹渼)",여,"1947.02.08
(73세)",대구광역시 달서구 학산로7길,주부,상서여자상업고등학교 졸업(구 상서여자고등학교),미기재,25650,해당없음(비대상),1352,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135129,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135129#none
367,달서구을,http://info.nec.go.kr/photo_20200415/Gsg2707/Hb100136859/gicho/thumbnail.100136859.JPG,9,무소속,"홍선이
(洪善伊)",여,"1967.12.05
(52세)",대구광역시 달서구 조암남로,경북요양보호사교육원 원장,경북대학교 대학원 보건학과 졸업(보건학박사),"(전)경북대학교 간호학과 외래교수
(현)사단법인)한국안전돌봄서비스협회 대구지부장",7407303,해당없음(비대상),297223,32453,0,1건,1회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100136859,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136859#none
368,달서구병,http://info.nec.go.kr/photo_20200415/Gsg2707/Hb100135273/gicho/thumbnail.100135273.JPG,1,더불어민주당,"김대진
(金大珍)",남,"1962.02.11
(58세)",대구광역시 달서구 야외음악당로2길,대학교수,베이징사범대학 역사학과 졸업(역사학 박사)(1999.9.~2003.1.),"(전)더불어민주당 달서구병 지역위원장
(현)대통령직속 국가균형발전위원회 국민소통 특별위원",3993832,군복무를 마친사람,16295,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135273,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135273#none
369,달서구병,http://info.nec.go.kr/photo_20200415/Gsg2707/Hb100134785/gicho/thumbnail.100134785.JPG,2,미래통합당,"김용판
(金用判)",남,"1958.01.05
(62세)",대구광역시 달서구 구마로36길,정당인,영남대학교 상경대학 경제학과 졸업,"(전)서울경찰청장
(전)달서경찰서장",422524,군복무를 마친사람,6475,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100134785,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100134785#none
370,달서구병,http://info.nec.go.kr/photo_20200415/Gsg2707/Hb100137152/gicho/thumbnail.100137152.JPG,7,우리공화당,"조원진
(趙源震)",남,"1959.01.07
(61세)",대구광역시 달서구 장기로,국회의원,영남대학교 행정대학원 정책분석학과 졸업 (행정학 석사),"(현)제20대 국회의원(3선)
(현)우리공화당 당대표",438292,군복무를 마친사람,39998,0,0,1건,6회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137152,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137152#none
371,달서구병,http://info.nec.go.kr/photo_20200415/Gsg2707/Hb100135091/gicho/thumbnail.100135091.JPG,8,국가혁명배당금당,"남우정
(南佑定)",남,"1964.09.28
(55세)",대구광역시 달서구 파도고개로,느티나무주식회사 대표,미기재,"(현)국가혁명배당금당대표 특별보좌관
(현)느티나무주식회사 대표",210000,군복무를 마치지 아니한 사람,27150,0,0,1건,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135091,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135091#none
372,달서구병,http://info.nec.go.kr/photo_20200415/Gsg2707/Hb100137002/gicho/thumbnail.100137002.JPG,9,기독자유통일당,"김부기
(金富基)",남,"1956.05.18
(63세)",대구광역시 달서구 장기로,정당인,경북대학교 행정대학원 도시행정전공 졸업(행정학석사),(전)자유통일당 대구광역시당 위원장,365090,군복무를 마친사람,12227,0,0,없음,6회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137002,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137002#none
373,달성군,http://info.nec.go.kr/photo_20200415/Gsg2708/Hb100135065/gicho/thumbnail.100135065.JPG,1,더불어민주당,"박형룡
(朴亨龍)",남,"1965.11.17
(54세)",대구광역시 달성군 화원읍 설화본길,(주)다스코 고문,경북대학교 대학원 정치학과 석사과정 수료,"(전)박찬석 국회의원 보좌관
(전)다스코 대표이사",378226,군복무를 마치지 아니한 사람,64942,0,0,2건,4회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135065,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135065#none
