id,ep,pic,num,belong,name,gender,birth,address,job,level,career,wealth,military,tax_total,tax_5y,tax_defalt,crim_cnt,candi_cnt,detail_url,gong_url
13,종로구,http://info.nec.go.kr/photo_20200415/Gsg1101/Hb100136749/gicho/thumbnail.100136749.JPG,1,더불어민주당,"이낙연
(李洛淵)",남,"1952.12.20
(67세)",서울특별시 종로구 송월길,정당인,서울대학교 법과대학 법학과 졸업,"(현)민주당 코로나19국난극복위원장
(전)제45대 국무총리",2436814,군복무를 마친사람,133141,0,0,없음,5회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100136749,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136749#none
14,종로구,http://info.nec.go.kr/photo_20200415/Gsg1101/Hb100136965/gicho/thumbnail.100136965.JPG,2,미래통합당,"황교안
(黃敎安)",남,"1957.04.15
(63세)",서울특별시 종로구 창경궁로,미래통합당 당대표,성균관대학교 대학원 법학과 졸업,"(전) 제44대 대한민국 국무총리
(전) 제63대 법무부장관",3804932,군복무를 마치지 아니한 사람,118357,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100136965,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136965#none
15,종로구,http://info.nec.go.kr/photo_20200415/Gsg1101/Hb100137552/gicho/thumbnail.100137552.JPG,7,우리공화당,"한민호
(韓民鎬)",남,"1962.01.21
(58세)",서울특별시 금천구 범안로,정당인,성균관대학교대학원 공연예술협동과정 수료(박사학위과정),"(전)문화체육관광부 체육정책관
(전)사행산업통합감독위원회 사무처장",1100242,군복무를 마친사람,111423,1769,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137552,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137552#none
16,종로구,http://info.nec.go.kr/photo_20200415/Gsg1101/Hb100135000/gicho/thumbnail.100135000.JPG,8,민중당,"오인환
(吳璘煥)",남,"1973.01.05
(47세)",서울특별시 구로구 오리로,정당인,경희대학교 사회과학대학 회계학과 4년 제적,"(전)통합진보당 중앙위원
(현)민중당 서울시당위원장",197497,군복무를 마친사람,1536,0,0,3건,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135000,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135000#none
17,종로구,http://info.nec.go.kr/photo_20200415/Gsg1101/Hb100138033/gicho/thumbnail.100138033.JPG,9,가자!평화인권당,"이정희
(李貞嬉)",여,"1964.10.19
(55세)",서울특별시 종로구 사직로1마길,가자평화인권당 공동대표,고려대학교 국어국문학과 졸업,"(현)영화<이태원살인사건> 작가
(현)우리겨레 고유력<마고력> 저자",-143000,해당없음(비대상),25805,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100138033,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100138033#none
18,종로구,http://info.nec.go.kr/photo_20200415/Gsg1101/Hb100137714/gicho/thumbnail.100137714.JPG,10,공화당,"신동욱
(申東旭)",남,"1968.01.16
(52세)",서울특별시 송파구 마천로,정당인,서울벤처정보대학원대학교 졸업(경영학박사),"(전)백석문화대학 겸임교수
(현)공화당 총재",282609,군복무를 마친사람,0,0,0,2건,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137714,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137714#none
19,종로구,http://info.nec.go.kr/photo_20200415/Gsg1101/Hb100137702/gicho/thumbnail.100137702.JPG,11,국가혁명배당금당,"박준영
(朴俊榮)",남,"1937.02.24
(83세)",서울특별시 종로구 율곡로2길,국제정치가,서울대학교 의과대학 의학과 졸업,"(전)미국국제정책연구소 교수
(현)한국노벨재단 총재",0,군복무를 마친사람,2100,1729,1729,2건,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137702,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137702#none
20,종로구,http://info.nec.go.kr/photo_20200415/Gsg1101/Hb100137227/gicho/thumbnail.100137227.JPG,12,국민새정당,"백병찬
(白秉贊)",남,"1956.04.01
(64세)",서울특별시 구로구 오류로,국민새정당 부총재 겸 수석 대변인,미기재,"(전)자유선진당 공천 전주덕진구 19대 국회의원 출마
(전)무소속 19대 대통령 출마선언",500,군복무를 마친사람,0,0,0,1건,1회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137227,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137227#none
21,종로구,http://info.nec.go.kr/photo_20200415/Gsg1101/Hb100137750/gicho/thumbnail.100137750.JPG,13,기독자유통일당,"양세화
(梁世和)",여,"1982.02.15
(38세)",경기도 양평군 용문면 그릇고갯길,정당인,강원관광대학교 관광계열 중퇴(2003년03월~2005년09월),"(전)금화효소원 원장
(현)자유통일청년정치연합 공동대표",49990,해당없음(비대상),92,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137750,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137750#none
22,종로구,http://info.nec.go.kr/photo_20200415/Gsg1101/Hb100137628/gicho/thumbnail.100137628.JPG,14,민중민주당,"박소현
(朴炤炫)",여,"1991.02.19
(29세)",인천광역시 계양구 봉오대로698번길,정당인,고려대학교 사회학과 수료,"(전)민중민주당 학생위원회 위원장
(현)민중민주당부대변인",259418,해당없음(비대상),4379,0,0,2건,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137628,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137628#none
23,종로구,http://info.nec.go.kr/photo_20200415/Gsg1101/Hb100137972/gicho/thumbnail.100137972.JPG,15,한나라당,"김형석
(金亨錫)",남,"1966.04.20
(53세)",서울특별시 종로구 창신12길,방송통신대학교 바둑지도사범(한국기원아마5단),한국방송통신대학교 문화교양학과 1학년 재학,"(전)종로구청장 예비출마자(4대,5대,6대)
(현)한국방송통신대학교 전국동아리동문회 3대회장",0,군복무를 마치지 아니한 사람,0,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137972,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137972#none
24,종로구,http://info.nec.go.kr/photo_20200415/Gsg1101/Hb100138043/gicho/thumbnail.100138043.JPG,16,무소속,"김용덕
(金龍德)",남,"1951.01.21
(69세)",전라북도 김제시 공덕면 송정1길,농업,군장대학 졸업,(전)2015년 농협조합장 출마,175000,군복무를 마치지 아니한 사람,0,0,0,2건,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100138043,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100138043#none
25,중구성동구갑,http://info.nec.go.kr/photo_20200415/Gsg1104/Hb100137167/gicho/thumbnail.100137167.JPG,1,더불어민주당,"홍익표
(洪翼杓)",남,"1967.11.20
(52세)",서울특별시 성동구 행당로,정치인,한양대학교 대학원 정치외교학과 졸업(정치학박사),"(현)국회의원(제19대.20대)
(전)더불어민주당 수석대변인",1618959,군복무를 마친사람,246133,0,0,없음,2회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137167,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137167#none
26,중구성동구갑,http://info.nec.go.kr/photo_20200415/Gsg1104/Hb100137129/gicho/thumbnail.100137129.JPG,2,미래통합당,"진수희
(陳壽姬)",여,"1955.11.12
(64세)",서울특별시 성동구 성수일로4길,정당인,미국 일리노이대학교 대학원(UIC) 사회학박사(1988.9~1991.6),"(전)국회의원(제17대 비례,18대 성동구갑)
(전)보건복지부 장관",1436273,해당없음(비대상),33829,0,0,1건,2회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137129,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137129#none
27,중구성동구갑,http://info.nec.go.kr/photo_20200415/Gsg1104/Hb100135174/gicho/thumbnail.100135174.JPG,6,정의당,"정혜연
(鄭惠然)",여,"1989.11.21
(30세)",서울특별시 성동구 왕십리로4가길,약사,이화여자대학교 약학대학 약학과 졸업,"(전)정의당 부대표
(현)성동구약사회 약사",-30629,해당없음(비대상),2724,1379,0,없음,1회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135174,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135174#none
28,중구성동구갑,http://info.nec.go.kr/photo_20200415/Gsg1104/Hb100135881/gicho/thumbnail.100135881.JPG,7,국가혁명배당금당,"이정섭
(李廷燮)",여,"1955.05.26
(64세)",서울특별시 성동구 왕십리로,한양대학교 명예교수,이화여자대학교 대학원졸업(간호학박사),"(전)성동구정신건강센터 자문위원
(현)대한에니어그램영성학회 감사",2574556,해당없음(비대상),140813,4519,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135881,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135881#none
29,중구성동구을,http://info.nec.go.kr/photo_20200415/Gsg1102/Hb100137489/gicho/thumbnail.100137489.JPG,1,더불어민주당,"박성준
(朴省俊)",남,"1969.04.23
(50세)",서울특별시 중구 청파로,정당인,성균관대학교 정치외교학과 정치학 박사,"(전) JTBC 아나운서
(현)더불어민주당 중앙당 부대변인",2046415,군복무를 마친사람,74118,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137489,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137489#none
30,중구성동구을,http://info.nec.go.kr/photo_20200415/Gsg1102/Hb100137376/gicho/thumbnail.100137376.JPG,2,미래통합당,"지상욱
(池尙昱)",남,"1965.05.16
(54세)",서울특별시 중구 동호로17길,정치인,일본 동경대학교 공학대학원 졸업(1994.4. ~ 1997. 3. 건축학 박사),"(전)미국 스탠포드 후버연구소 객원연구원
(현)국회의원",5060601,군복무를 마치지 아니한 사람,84139,0,0,1건,2회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137376,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137376#none
31,중구성동구을,http://info.nec.go.kr/photo_20200415/Gsg1102/Hb100136800/gicho/thumbnail.100136800.JPG,7,국가혁명배당금당,"이주양
(李柱養)",남,"1967.05.03
(52세)",서울특별시 중구 퇴계로83길,회사원,여주 상업고등학교 졸업,"(현)정원조명 영업사원
(전)덕양조명 대표",10000,군복무를 마친사람,3294,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100136800,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136800#none
32,용산구,http://info.nec.go.kr/photo_20200415/Gsg1103/Hb100136730/gicho/thumbnail.100136730.JPG,1,더불어민주당,"강태웅
(姜泰雄)",남,"1963.08.29
(56세)",서울특별시 용산구 백범로,정당인,서울대학교 행정대학원 졸업(행정학 석사),"(전)서울특별시 행정1부시장
(전)서울특별시 경제진흥본부장",1635095,군복무를 마친사람,69926,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100136730,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136730#none
33,용산구,http://info.nec.go.kr/photo_20200415/Gsg1103/Hb100134818/gicho/thumbnail.100134818.JPG,2,미래통합당,"권영세
(權寧世)",남,"1959.02.24
(61세)",서울특별시 용산구 이태원로27길,변호사,하버드대학교 케네디스쿨 졸업 (행정학석사 2000.7~2001.6),"(전) 주중국대한민국 대사
(전) 제16ㆍ17ㆍ18대 국회의원",4315075,군복무를 마친사람,445891,0,0,없음,5회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100134818,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100134818#none
34,용산구,http://info.nec.go.kr/photo_20200415/Gsg1103/Hb100136295/gicho/thumbnail.100136295.JPG,3,민생당,"권혁문
(權赫文)",남,"1963.02.09
(57세)",서울특별시 용산구 백범로90다길,(주)코암 전무이사,한국기술교육대학교 테크노인력개발전문대학원 (고용정책학) 박사과정 재학중,"(전) 정치+경제연구소 이사장
(전) 동반성장 국가혁신포럼 상임위원",321000,군복무를 마친사람,22,0,0,1건,5회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100136295,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136295#none
35,용산구,http://info.nec.go.kr/photo_20200415/Gsg1103/Hb100136441/gicho/thumbnail.100136441.JPG,6,정의당,"정연욱
(鄭然旭)",남,"1969.03.28
(51세)",서울특별시 용산구 원효로,정당인,한국방송통신대학교 관광학과 졸업,"(전) 용산화상경마도박장추방대책위 고문
(현) 정의당 용산평화타운조성특별위원장",412925,군복무를 마친사람,8469,0,0,없음,3회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100136441,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136441#none
36,용산구,http://info.nec.go.kr/photo_20200415/Gsg1103/Hb100135206/gicho/thumbnail.100135206.JPG,7,민중당,"김은희
(金恩姬)",여,"1976.09.17
(43세)",서울특별시 용산구 백범로47길,사회단체 활동가,덕성여자대학교 사회학과 졸업,"(현)용산미군기지 온전히 되찾기 주민모임 대표
(현)작은도서관 고래이야기 운영위원",162579,해당없음(비대상),278,0,0,3건,2회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135206,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135206#none
37,용산구,http://info.nec.go.kr/photo_20200415/Gsg1103/Hb100135731/gicho/thumbnail.100135731.GIF,8,국가혁명배당금당,"김희전
(金喜奠)",여,"1942.03.07
(78세)",서울특별시 용산구 서빙고로,약사,이화여자대학교 약학대학 약학과 졸업,"(전) 도봉강북약사회 여약사회장
(현) 한국여약사회 부회장",9045000,해당없음(비대상),228598,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135731,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135731#none
38,광진구갑,http://info.nec.go.kr/photo_20200415/Gsg1105/Hb100137525/gicho/thumbnail.100137525.JPG,1,더불어민주당,"전혜숙
(全惠淑)",여,"1955.05.05
(64세)",서울특별시 광진구 광나루로,국회의원,성균관대학교 임상약학대학원 약학석사(사회약학),"(현) 제20대 광진구갑 국회의원
(현) 국회 행정안전위원회 위원장",1460178,해당없음(비대상),57748,0,0,없음,3회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137525,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137525#none
39,광진구갑,http://info.nec.go.kr/photo_20200415/Gsg1105/Hb100136966/gicho/thumbnail.100136966.JPG,2,미래통합당,"김병민
(金炳玟)",남,"1982.02.04
(38세)",서울특별시 광진구 아차산로70길,경희대학교 행정학과 객원교수,경희대학교 행정학 박사,"(현) 정치.시사평론가
(전) 경희대학교 총학생회장",437331,군복무를 마친사람,6646,0,0,없음,1회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100136966,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136966#none
40,광진구갑,http://info.nec.go.kr/photo_20200415/Gsg1105/Hb100137443/gicho/thumbnail.100137443.JPG,3,민생당,"임동순
(任東淳)",남,"1954.02.09
(66세)",서울특별시 광진구 동일로68길,정당인,국민대학교 정치대학원 정치학 석사,"(현) 민생당 광진구갑 지역위원장
(전) 제5대 서울시의회 의원",2141512,군복무를 마친사람,39812,0,0,없음,6회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137443,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137443#none
41,광진구갑,http://info.nec.go.kr/photo_20200415/Gsg1105/Hb100135290/gicho/thumbnail.100135290.JPG,6,정의당,"오봉석
(吳奉錫)",남,"1974.04.10
(46세)",서울특별시 광진구 천호대로112길,정당인,강원대학교 정치외교학과 졸업,"(현 )정의당 광진구위원장
(전) 광진구마을공동체지원단장",605552,군복무를 마친사람,13171,0,0,3건,1회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135290,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135290#none
42,광진구갑,http://info.nec.go.kr/photo_20200415/Gsg1105/Hb100138027/gicho/thumbnail.100138027.JPG,7,국가혁명배당금당,"이승욱
(李丞勖)",남,"1967.04.03
(53세)",서울특별시 강동구 천호대로,자영업,서강대학교 경영학과 2년 중퇴(1986.3.~1988.6),"(전)기아자동차 영업직
(전)오렌지라이프 생명보험 설계사 및 매니져",0,군복무를 마친사람,4048,0,0,1건,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100138027,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100138027#none
43,광진구을,http://info.nec.go.kr/photo_20200415/Gsg1105/Hb100137348/gicho/thumbnail.100137348.JPG,1,더불어민주당,"고민정
(高旼廷)",여,"1979.08.23
(40세)",서울특별시 광진구 광나루로56길,정당인,경희대학교 외국어학부 동아시아어학과(중국어 전공) 졸업,"(전) 문재인 정부 청와대 대변인
(전) KBS 아나운서",729831,해당없음(비대상),33482,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137348,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137348#none
44,광진구을,http://info.nec.go.kr/photo_20200415/Gsg1105/Hb100134916/gicho/thumbnail.100134916.JPG,2,미래통합당,"오세훈
(吳世勳)",남,"1961.01.04
(59세)",서울특별시 광진구 능동로4길,변호사,고려대학교 법학대학원 졸업(법학박사),"(전) 제33, 34대 서울특별시장
(전) 16대 국회의원",5731089,군복무를 마친사람,193725,17731,0,없음,4회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100134916,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100134916#none
45,광진구을,http://info.nec.go.kr/photo_20200415/Gsg1105/Hb100137723/gicho/thumbnail.100137723.JPG,7,국가혁명배당금당,"허정연
(許禎延)",여,"1965.12.20
(54세)",서울특별시 광진구 아차산로,정당인,미국 사우스베일로 대학교 (한의학석사) (2002.3~2005.6),"(전) KHB 클리닉 원장
(현) 국가혁명배당금당 공천관리위원",690000,해당없음(비대상),2225,0,0,3건,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137723,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137723#none
46,광진구을,http://info.nec.go.kr/photo_20200415/Gsg1105/Hb100137773/gicho/thumbnail.100137773.JPG,8,미래당,"오태양
(吳太陽)",남,"1975.10.26
(44세)",서울특별시 광진구 뚝섬로54길,정당인,서울교육대학교 초등교육과(국어) 졸업,"(전) 청년당 사무총장
(현) 미래당 공동대표",0,군복무를 마치지 아니한 사람,42,0,0,1건,1회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137773,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137773#none
47,동대문구갑,http://info.nec.go.kr/photo_20200415/Gsg1106/Hb100137155/gicho/thumbnail.100137155.JPG,1,더불어민주당,"안규백
(安圭伯)",남,"1961.04.29
(58세)",서울특별시 동대문구 한천로63길,국회의원,성균관대학교 무역대학원 무역학과 석사과정 수료,"(현)제20대 동대문구갑 국회의원
(현)국회 국방위원장",5652587,군복무를 마친사람,129159,0,0,없음,3회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137155,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137155#none
48,동대문구갑,http://info.nec.go.kr/photo_20200415/Gsg1106/Hb100134760/gicho/thumbnail.100134760.JPG,2,미래통합당,"허용범
(許容範)",남,"1964.10.10
(55세)",서울특별시 동대문구 한천로,정당인,하버드대학교 정치행정대학원 정치행정학석사(2000.6.~2001.6),"(전)국회도서관장
(전)국회 대변인",909153,군복무를 마친사람,34856,0,0,1건,3회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100134760,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100134760#none
49,동대문구갑,http://info.nec.go.kr/photo_20200415/Gsg1106/Hb100137328/gicho/thumbnail.100137328.JPG,3,민생당,"백금산
(白金山)",남,"1958.06.13
(61세)",서울특별시 동대문구 휘경로19길,정당인,한국외국어대학교 정치행정언론대학원 공공감사정책학과 석사과정 수료,"(전)동대문구의회 의원
(전)서울특별시의회 의원",398886,군복무를 마친사람,8160,0,0,1건,4회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137328,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137328#none
50,동대문구갑,http://info.nec.go.kr/photo_20200415/Gsg1106/Hb100135165/gicho/thumbnail.100135165.JPG,7,민중당,"오준석
(吳俊錫)",남,"1985.02.28
(35세)",서울특별시 동대문구 이문로12길,정당인,경희대학교 공공대학원 시민사회·NGO학과 졸업(시민사회(NGO)학석사),"(현)행동하는 동대문연대 운영위원장
(현)민중당 방위비분담금인상저지운동본부 공동대표",2092,군복무를 마친사람,900,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135165,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135165#none
51,동대문구갑,http://info.nec.go.kr/photo_20200415/Gsg1106/Hb100135952/gicho/thumbnail.100135952.JPG,8,국가혁명배당금당,"정공명
(鄭公明)",남,"1955.03.20
(65세)",서울특별시 동대문구 경동시장로,광고업,문평초등학교 졸업,(현)은성광고 대표,5000,군복무를 마치지 아니한 사람,123,126,126,1건,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135952,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135952#none
52,동대문구갑,http://info.nec.go.kr/photo_20200415/Gsg1106/Hb100136485/gicho/thumbnail.100136485.JPG,9,무소속,"이가현
(李佳賢)",여,"1992.09.12
(27세)",서울특별시 동대문구 이문로1길,페미니스트 활동가,서강대학교 정치외교학과 졸업,"(현)불꽃페미액션 활동가
(전)페미당 창당모임 주비위원",688013,해당없음(비대상),13990,0,0,2건,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100136485,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136485#none
53,동대문구을,http://info.nec.go.kr/photo_20200415/Gsg1106/Hb100136804/gicho/thumbnail.100136804.JPG,1,더불어민주당,"장경태
(張耿態)",남,"1983.10.12
(36세)",서울특별시 동대문구 전농로27길,정당인,성균관대학교 국정전문대학원 행정학과 수료(박사학위과정),"(현)문재인 대통령직속 국가균형발전위원회 국민소통특별위원
(현)더불어민주당 도시교통특별위원장",281000,군복무를 마친사람,1417,0,0,없음,2회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100136804,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136804#none
54,동대문구을,http://info.nec.go.kr/photo_20200415/Gsg1106/Hb100137434/gicho/thumbnail.100137434.JPG,2,미래통합당,"이혜훈
(李惠薰)",여,"1964.06.15
(55세)",서울특별시 동대문구 장한로20길,국회의원,UCLA대학원 경제학 박사(1988.09.~1993.12.),"(현)3선 국회의원
(전)국회 정보위원회 위원장",6146235,해당없음(비대상),607107,0,0,없음,3회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137434,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137434#none
55,동대문구을,http://info.nec.go.kr/photo_20200415/Gsg1106/Hb100134720/gicho/thumbnail.100134720.JPG,7,민중당,"김종민
(金鍾민)",남,"1986.01.01
(34세)",서울특별시 동대문구 서울시립대로28나길,정당인,서울시립대학교 국사학과 졸업,"(전)서울시립대 총학생회장
(현)청년전태일 대표",29988,군복무를 마친사람,230,0,0,없음,1회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100134720,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100134720#none
56,동대문구을,http://info.nec.go.kr/photo_20200415/Gsg1106/Hb100135739/gicho/thumbnail.100135739.JPG,8,국가혁명배당금당,"박경희
(朴慶姬)",여,"1954.10.25
(65세)",서울특별시 동대문구 왕산로16나길,정당인,벌교상업고등학교 졸업,"(전)속셈(보습)학원 운영
(현)국가혁명배당금당 동대문구 을 당협위원장",150000,해당없음(비대상),793,0,0,1건,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135739,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135739#none
57,동대문구을,http://info.nec.go.kr/photo_20200415/Gsg1106/Hb100136632/gicho/thumbnail.100136632.JPG,9,무소속,"민병두
(閔丙梪)",남,"1958.06.10
(61세)",서울특별시 동대문구 사가정로,국회의원,성균관대학교 무역학과 졸업,"(전)문화일보 워싱턴특파원ㆍ정치부장
(전)문재인 대통령후보 총괄특보단장",1708931,군복무를 마치지 아니한 사람,58736,0,0,1건,4회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100136632,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136632#none
