비산2동,비산2동
비산3동,비산3동
부흥동,부흥동
달안동,달안동
관양1동,관양1동
관양2동,관양2동
부림동,부림동
평촌동,평촌동
평안동,평안동
귀인동,귀인동
호계1동,호계1동
호계2동,호계2동
호계3동,호계3동
범계동,범계동
신촌동,신촌동
갈산동,갈산동
심곡동,심곡동
부천동,부천동
중동,중동
신중동,신중동
상동,상동
대산동,대산동
소사본동,소사본동
범안동,범안동
성곡동,성곡동
오정동,오정동
광명1동,광명1동
광명2동,광명2동
광명3동,광명3동
광명4동,광명4동
광명5동,광명5동
광명6동,광명6동
광명7동,광명7동
철산1동,철산1동
철산2동,철산2동
철산3동,철산3동
철산4동,철산4동
하안1동,하안1동
하안2동,하안2동
하안3동,하안3동
하안4동,하안4동
소하1동,소하1동
소하2동,소하2동
학온동,학온동
진위면,진위면
서탄면,서탄면
중앙동,중앙동
서정동,서정동
송탄동,송탄동
지산동,지산동
송북동,송북동
신장1동,신장1동
신장2동,신장2동
통복동,통복동
비전1동,비전1동
세교동,세교동
팽성읍,팽성읍
안중읍,안중읍
포승읍,포승읍
청북읍,청북읍
고덕면,고덕면
오성면,오성면
현덕면,현덕면
신평동,신평동
원평동,원평동
비전2동,비전2동
용이동,용이동
생연1동,생연1동
생연2동,생연2동
중앙동,중앙동
보산동,보산동
불현동,불현동
송내동,송내동
소요동,소요동
상패동,상패동
연천읍,연천읍
